msoa11cd,ladnm,Ring,Wealth_Decile,Wealth_Decile_National,IMD_Pctile_Change,Phase2_Extreme,Cascade_Extreme_Persist,Suppressed_11,Suppressed_21,Dom_A_11,CDS_A_11,Typ_A_11,Dom_B_11,CDS_B_11,Typ_B_11,Dom_C_11,CDS_C_11,Typ_C_11,switch_A2B_11,switch_B2C_11,switch_A2C_11,Extreme_Dir_11,Casc_Inflow_Share_11,Counter_Inflow_Share_11,Ext_Share_11,Dom_A_21,CDS_A_21,Typ_A_21,Dom_B_21,CDS_B_21,Typ_B_21,Dom_C_21,CDS_C_21,Typ_C_21,switch_A2B_21,switch_B2C_21,switch_A2C_21,Extreme_Dir_21,Casc_Inflow_Share_21,Counter_Inflow_Share_21,Ext_Share_21
E02000012,Barking and Dagenham,Outer,7,5,-0.0967413441955192,False,False,False,False,0.4385499557913351,0.9440734557595992,Counter-led,0.4368932038834951,0.9457429048414023,Counter-led,0.3893499308437068,0.956982131039047,Counter-led,False,False,False,,0.17406749555950266,0.6183465458663646,0.2071475843812045,0.4893617021276595,0.9215686274509804,Symmetric,0.49148936170212765,0.9215686274509803,Symmetric,0.4111791730474732,0.9422799422799423,Counter-led,False,True,True,,0.19366852886405958,0.5032509752925878,0.26406926406926406
E02000013,Barking and Dagenham,Outer,2,2,-0.1232179226069246,False,False,False,False,0.4353348729792148,0.7780772686433064,Lateral,0.4157814871016692,0.5920934411500449,Lateral,0.3635346756152125,0.6632047477744807,Lateral,False,False,False,,0.7784615384615384,0.22671353251318102,0.17433234421364985,0.5194805194805194,0.7990566037735849,Symmetric,0.5289747399702823,0.6349056603773585,Lateral,0.3881322957198443,0.7265017667844523,Lateral,True,False,True,,0.7819548872180451,0.16057233704292528,0.2508833922261484
E02000014,Barking and Dagenham,Outer,2,2,-0.1395112016293279,False,False,False,False,0.4709931170108161,0.79453125,Counter-led,0.44503311258278144,0.58984375,Lateral,0.395985401459854,0.6761258482418261,Lateral,True,False,True,,0.7557603686635944,0.29003021148036257,0.21036397285626157,0.4021739130434782,0.8141592920353983,Counter-led,0.40083798882681565,0.6336283185840708,Lateral,0.3268156424581006,0.7217741935483871,Lateral,True,False,True,,0.6837606837606838,0.20193637621023514,0.24059139784946237
E02000015,Barking and Dagenham,Outer,1,1,-0.0488798370672097,False,False,False,False,0.5257452574525745,0.8744075829383886,Cascade-led,0.5237659963436929,0.8641390205371248,Cascade-led,0.4669117647058823,0.8877284595300261,Counter-led,False,True,True,,1.0,0.0,0.17362924281984335,0.5179063360881543,0.825938566552901,Symmetric,0.5180555555555556,0.8191126279863481,Symmetric,0.4152215799614643,0.8671679197994987,Counter-led,False,True,True,,1.0,0.0,0.2656641604010025
E02000016,Barking and Dagenham,Outer,2,2,-0.0448065173116089,False,False,False,False,0.4562926224426534,0.8125944584382871,Counter-led,0.4617543859649123,0.7178841309823678,Lateral,0.461923290717065,0.7626112759643917,Counter-led,True,True,False,,0.7484957882069796,0.27169421487603307,0.15854175498092413,0.4886104783599089,0.8330170777988615,Symmetric,0.47956577266922096,0.7428842504743833,Lateral,0.4332840965041851,0.7893509521958803,Counter-led,True,True,True,,0.7272727272727273,0.2710686359687228,0.18072289156626506
E02000017,Barking and Dagenham,Outer,5,4,-0.1547861507128309,False,False,False,False,0.4537554314090627,0.9526907155529272,Counter-led,0.4648511716276124,0.9337670017740982,Counter-led,0.4378349410503751,0.9433771486349848,Counter-led,False,False,False,,0.20563035495716034,0.6177311725452812,0.14509605662285135,0.4734001542020046,0.9564896755162242,Counter-led,0.4955393349553934,0.9092920353982301,Symmetric,0.4364881693648817,0.9288606130711394,Counter-led,True,True,False,,0.2796005706134094,0.5060773480662983,0.21573163678426838
E02000018,Barking and Dagenham,Outer,2,2,-0.130346232179226,False,False,False,False,0.4417836498761354,0.7838187702265372,Counter-led,0.4421272158498436,0.6207119741100323,Lateral,0.3969404186795491,0.6794310722100656,Lateral,True,False,True,,0.7545638945233266,0.2750333778371162,0.1548140043763676,0.4367816091954023,0.8272583201267829,Counter-led,0.4130688448074679,0.679080824088748,Lateral,0.3322759714512291,0.7569027611044418,Lateral,True,False,True,,0.6945107398568019,0.17577197149643706,0.2424969987995198
E02000019,Barking and Dagenham,Outer,3,2,-0.1232179226069246,False,False,False,False,0.4423828125,0.9014084507042254,Counter-led,0.4408322496749025,0.6769366197183099,Lateral,0.403030303030303,0.7295504789977892,Lateral,True,False,True,,0.6491228070175439,0.2098138747884941,0.16285924834193072,0.4034552845528455,0.8490077653149266,Counter-led,0.43073047858942065,0.6850733390854185,Lateral,0.3306188925081433,0.770872567482737,Lateral,True,False,True,,0.8325123152709359,0.22871046228710462,0.2724419334588826
E02000020,Barking and Dagenham,Outer,4,3,-0.2006109979633401,False,False,False,False,0.4814253222137983,0.9096551724137932,Symmetric,0.4834905660377358,0.8772413793103448,Symmetric,0.437862202189311,0.8971692663200462,Counter-led,False,True,True,,0.40441176470588236,0.5337915234822451,0.16233391103408434,0.4682890855457227,0.904603068712475,Counter-led,0.47081413210445466,0.8685790527018012,Counter-led,0.3997803404722679,0.902378592666006,Counter-led,False,False,False,,0.4642857142857143,0.39066788655077767,0.257185332011893
E02000021,Barking and Dagenham,Outer,4,3,-0.2016293279022403,False,False,False,False,0.4088522130532633,0.9012846517917512,Counter-led,0.41608662026295434,0.8742393509127789,Counter-led,0.4062301335028608,0.8942581011938602,Counter-led,False,False,False,,0.37402190923317685,0.6156316916488223,0.15918135304150086,0.4601412714429869,0.9083409715857012,Counter-led,0.46290491118077326,0.8771769019248395,Counter-led,0.3933685003767898,0.9082819986310746,Counter-led,False,False,False,,0.4444444444444444,0.40869565217391307,0.2532511978097194
E02000022,Barking and Dagenham,Outer,1,1,0.0234215885947046,False,False,False,False,0.509639564124057,0.8354341736694678,Symmetric,0.5067796610169492,0.8263305322128851,Symmetric,0.4848698099929627,0.8514080287597364,Symmetric,False,False,False,,1.0,0.0,0.14439784301977232,0.4,0.84,Counter-led,0.4009708737864078,0.824,Counter-led,0.3494318181818182,0.8648648648648649,Counter-led,False,False,False,,1.0,0.0,0.2321867321867322
E02000023,Barking and Dagenham,Outer,1,1,-0.0264765784114053,False,False,False,False,0.4736842105263157,0.8160597572362278,Counter-led,0.47308132875143183,0.8151260504201681,Counter-led,0.431244153414406,0.8437253354380426,Counter-led,False,False,False,,1.0,0.0,0.15469613259668508,0.5067155067155067,0.7974683544303798,Symmetric,0.5061576354679803,0.7906523855890945,Symmetric,0.4178445229681979,0.8403860430586488,Counter-led,False,True,True,,1.0,0.0,0.23756495916852263
E02000024,Barnet,Outer,10,9,-0.0295315682281059,False,False,False,False,0.4273504273504273,0.9069767441860463,Counter-led,0.43146274149034036,0.9362618432385874,Counter-led,0.4821640903686088,0.9578587699316629,Symmetric,False,True,True,,0.0036991368680641184,0.9919632606199771,0.33883826879271073,0.4383177570093458,0.924006908462867,Counter-led,0.43505903723887374,0.9507772020725389,Counter-led,0.5605714285714286,0.9684560044272275,Cascade-led,False,True,True,,0.0010193679918450561,0.9869960988296489,0.35915882678472605
E02000025,Barnet,Outer,8,6,-0.0580448065173115,False,False,False,False,0.4471365638766519,0.7740835464620631,Lateral,0.4530493707647628,0.8806479113384484,Counter-led,0.4530493707647628,0.6345208845208845,Lateral,True,True,False,,0.5641025641025641,0.5398230088495575,0.2794840294840295,0.4299287410926365,0.7818012999071495,Lateral,0.44612068965517243,0.861652739090065,Counter-led,0.4461206896551724,0.5877137428752375,Lateral,True,True,False,,0.5676328502415459,0.6167315175097277,0.31792273590880304
E02000026,Barnet,Outer,10,9,-0.0702647657841141,False,False,False,False,0.4155528554070474,0.8965141612200436,Counter-led,0.41350710900473936,0.9193899782135077,Counter-led,0.4918166939443535,0.9429012345679012,Symmetric,False,True,True,,0.0,0.9967793880837359,0.2916666666666667,0.3827993254637437,0.8798219584569733,Counter-led,0.39186991869918697,0.9124629080118695,Counter-led,0.5498084291187739,0.9465095194922938,Cascade-led,False,True,True,,0.0017421602787456446,0.997872340425532,0.3889392565729828
E02000027,Barnet,Outer,6,5,-0.1486761710794297,False,False,False,False,0.4806421152030217,0.9346866725507502,Symmetric,0.4851889683350358,0.8640776699029126,Symmetric,0.4411337209302325,0.8993464052287582,Counter-led,False,True,True,,0.7957166392092258,0.19375812743823148,0.25947712418300656,0.5301507537688442,0.9128440366972476,Cascade-led,0.5224867724867724,0.8669724770642202,Cascade-led,0.4164724164724164,0.917320028510335,Counter-led,False,True,True,,0.8022388059701493,0.19307589880159787,0.37847469707769066
E02000028,Barnet,Outer,9,7,-0.0285132382892057,True,False,False,False,0.4550691244239631,0.8948453608247423,Counter-led,0.46384039900249374,0.8268041237113402,Counter-led,0.5022665457842248,0.8678206136900078,Symmetric,False,True,True,,0.24548736462093862,0.8051001821493625,0.23682140047206923,0.5440860215053763,0.9073170731707316,Cascade-led,0.5452562704471101,0.8946341463414634,Cascade-led,0.6152694610778443,0.925207756232687,Cascade-led,False,False,False,Cascade,0.15936739659367397,0.8171206225680934,0.2901662049861496
E02000029,Barnet,Outer,8,7,-0.1242362525458248,False,False,False,False,0.4528301886792453,0.8236208236208237,Counter-led,0.4421052631578947,0.8857808857808858,Counter-led,0.4868336544637122,0.9137323943661971,Symmetric,False,True,True,,0.17150395778364116,0.8097622027534418,0.24471830985915494,0.4480369515011547,0.7725245316681534,Lateral,0.44545454545454544,0.8831400535236396,Counter-led,0.5644946808510638,0.9198776758409786,Cascade-led,True,True,True,,0.14605418138987045,0.8442748091603054,0.3143730886850153
E02000030,Barnet,Outer,9,7,-0.0641547861507128,False,False,False,False,0.4667381974248927,0.8218694885361552,Counter-led,0.4619289340101523,0.8686067019400353,Counter-led,0.5513361462728551,0.90515595162317,Cascade-led,False,True,True,,0.18622448979591838,0.725705329153605,0.2781667727562062,0.4776902887139108,0.8211206896551724,Counter-led,0.5142503097893433,0.8696120689655172,Symmetric,0.59296875,0.913633119200571,Cascade-led,True,True,True,,0.15019762845849802,0.8598848368522073,0.337615988579586
E02000031,Barnet,Outer,10,8,0.0101832993890019,False,False,False,False,0.4289911851126347,0.9099821746880572,Counter-led,0.4458174904942966,0.9376114081996435,Counter-led,0.4873096446700508,0.9516908212560387,Symmetric,False,True,True,,0.09226190476190477,0.9603960396039604,0.22567287784679088,0.4177083333333333,0.9302325581395348,Counter-led,0.43887775551102204,0.9670542635658915,Counter-led,0.4989043097151205,0.9757662152530292,Symmetric,False,True,True,,0.060029282576866766,0.9606413994169096,0.2644333570919458
E02000032,Barnet,Outer,10,9,-0.0264765784114052,False,False,False,False,0.5050377833753149,0.8725274725274725,Symmetric,0.5083932853717026,0.9164835164835164,Symmetric,0.5399449035812672,0.934763948497854,Cascade-led,False,True,True,,0.0,0.9960079840319361,0.21888412017167383,0.5074626865671642,0.8589743589743589,Symmetric,0.5101449275362319,0.8846153846153846,Symmetric,0.5943491422805247,0.9167437557816837,Cascade-led,False,True,True,,0.0,0.9950248756218906,0.2784458834412581
E02000033,Barnet,Outer,7,5,-0.0437881873727088,False,False,False,False,0.4773584905660377,0.8922558922558923,Counter-led,0.4786069651741294,0.8459595959595959,Counter-led,0.4304281345565749,0.8772635814889336,Counter-led,False,False,False,,0.6856127886323268,0.3261744966442953,0.20321931589537223,0.4935217903415783,0.8680981595092024,Symmetric,0.506900878293601,0.8149284253578732,Symmetric,0.4256410256410256,0.8660251665433013,Counter-led,False,True,True,,0.6405622489959839,0.2425595238095238,0.27609178386380456
E02000034,Barnet,Outer,8,6,0.015274949083503,False,False,False,False,0.4522019334049409,0.6770909090909091,Lateral,0.45112781954887216,0.7738181818181818,Counter-led,0.4511278195488721,0.6150289017341041,Lateral,True,True,False,,0.4125,0.5787671232876712,0.20520231213872833,0.4855305466237942,0.7283372365339579,Lateral,0.4851674641148325,0.8157689305230289,Symmetric,0.4851674641148325,0.6100408639813193,Lateral,True,True,False,,0.3905325443786982,0.5371747211895911,0.2521891418563923
E02000035,Barnet,Outer,8,7,-0.0305498981670061,False,False,False,False,0.4943917169974116,0.7284726587052168,Lateral,0.4905247813411079,0.8623507228158391,Symmetric,0.4958968347010551,0.8862337662337663,Symmetric,True,False,True,,0.1773049645390071,0.8151162790697675,0.1735064935064935,0.4497854077253219,0.7520981278244029,Lateral,0.45040411462160174,0.8786313750806972,Counter-led,0.5201504567436862,0.9082479258174719,Cascade-led,True,True,True,,0.10743801652892562,0.7917133258678611,0.2440214738897023
E02000036,Barnet,Outer,8,6,-0.0570264765784114,False,False,False,False,0.4564102564102564,0.8008213552361396,Counter-led,0.4574753804834378,0.7645448323066393,Counter-led,0.4574753804834378,0.5728205128205128,Lateral,False,True,True,,0.33659491193737767,0.6716171617161716,0.25076923076923074,0.4458380843785632,0.7761061946902655,Lateral,0.4254807692307692,0.736283185840708,Lateral,0.4254807692307692,0.5063907486305539,Lateral,False,False,False,,0.288135593220339,0.6401673640167364,0.31223371880706025
E02000037,Barnet,Outer,8,6,0.0875763747454175,False,False,False,False,0.4837728194726166,0.7875399361022364,Symmetric,0.4529346622369878,0.7212460063897763,Lateral,0.4529346622369878,0.5476046088538509,Lateral,True,False,True,,0.39853300733496333,0.7145748987854251,0.24075197089144937,0.4804469273743016,0.7389060887512899,Lateral,0.5115646258503401,0.7585139318885449,Symmetric,0.5115646258503401,0.5157894736842106,Lateral,True,True,False,,0.4654255319148936,0.7047353760445683,0.32
E02000038,Barnet,Outer,8,6,-0.0641547861507128,False,False,False,False,0.4673366834170854,0.7637061403508771,Lateral,0.46875,0.8070175438596491,Counter-led,0.46875,0.6470329670329671,Lateral,True,True,False,,0.32318840579710145,0.7429667519181585,0.19824175824175824,0.436429215509468,0.7882018479033405,Lateral,0.43256997455470736,0.837953091684435,Counter-led,0.4325699745547073,0.6121495327102804,Lateral,True,True,False,,0.22745098039215686,0.7294469357249627,0.26947040498442365
E02000039,Barnet,Outer,9,8,-0.0336048879837067,False,False,False,False,0.5263852242744064,0.782249742002064,Lateral,0.5048335123523093,0.9607843137254902,Symmetric,0.5426975259377494,0.9705654531371031,Cascade-led,True,True,True,,0.023529411764705882,0.9546247818499127,0.24941905499612704,0.4174041297935103,0.7929824561403509,Counter-led,0.41967621419676215,0.9391812865497076,Counter-led,0.5042158516020236,0.9579967689822294,Symmetric,False,True,True,,0.020066889632107024,0.9659863945578231,0.30936995153473346
E02000040,Barnet,Outer,7,5,0.0173116089613034,False,False,False,False,0.523102310231023,0.8924889543446245,Cascade-led,0.5159128978224455,0.8792341678939617,Symmetric,0.4812967581047381,0.9072398190045249,Symmetric,True,False,True,,0.6904145077720207,0.23918269230769232,0.2319004524886878,0.4516423357664234,0.9028006589785832,Counter-led,0.47024952015355087,0.8583196046128501,Counter-led,0.4410646387832699,0.9017142857142857,Counter-led,False,False,False,,0.7902298850574713,0.35941043083900226,0.3062857142857143
E02000041,Barnet,Outer,7,6,-0.0987780040733197,False,False,False,False,0.5008130081300813,0.9037472446730346,Symmetric,0.4740518962075848,0.7362233651726672,Counter-led,0.4740518962075848,0.5795257374204743,Lateral,True,True,True,,0.32421052631578945,0.7191650853889943,0.2128397917871602,0.5303643724696356,0.8561525129982669,Cascade-led,0.5216426193118757,0.7807625649913345,Cascade-led,0.5216426193118757,0.5779345734445157,Lateral,False,True,True,,0.2957446808510638,0.7679814385150812,0.25978191148171903
E02000042,Barnet,Outer,8,6,-0.0234215885947046,False,False,False,False,0.4660514172709294,0.7065673032137867,Lateral,0.4701834862385321,0.8122962272938985,Counter-led,0.4701834862385321,0.65196261682243,Lateral,True,True,False,,0.47317073170731705,0.6287878787878788,0.19738317757009347,0.4182194616977225,0.7329286798179059,Lateral,0.43184559710494574,0.8386444107233182,Counter-led,0.4318455971049457,0.6384289564882557,Lateral,True,True,False,,0.4106145251396648,0.6242038216560509,0.23873700423565652
E02000043,Barnet,Outer,10,9,0.005091649694501,False,False,False,False,0.4939130434782608,0.9244372990353698,Symmetric,0.4983277591973244,0.9614147909967846,Symmetric,0.5112781954887218,0.9682329583057577,Symmetric,False,False,False,,0.0,0.9832167832167832,0.17670416942422237,0.4886240520043337,0.9447287615148412,Symmetric,0.4952178533475027,0.9631525076765609,Symmetric,0.5465587044534413,0.971675845790716,Cascade-led,False,True,True,,0.0,1.0,0.23131392604248624
E02000044,Barnet,Outer,6,4,-0.1456211812627291,False,False,False,False,0.4896373056994819,0.8846447669977082,Symmetric,0.4944301628106255,0.891520244461421,Symmetric,0.4502046384720327,0.9116915422885572,Counter-led,False,True,True,,0.7090909090909091,0.22952853598014888,0.1859452736318408,0.447576099210823,0.892354124748491,Counter-led,0.4623287671232877,0.8812877263581489,Counter-led,0.3937449879711307,0.9135531135531135,Counter-led,False,False,False,,0.7372708757637475,0.23148148148148148,0.2717948717948718
E02000045,Barnet,Outer,6,4,-0.0346232179226069,False,False,False,False,0.501358695652174,0.9097651421508036,Symmetric,0.5003408316291752,0.9066749072929543,Symmetric,0.4649076517150395,0.9261974584555229,Counter-led,False,True,True,,0.7729852440408627,0.2534516765285996,0.20918866080156404,0.4347826086956521,0.9028925619834712,Counter-led,0.42781557067271353,0.9111570247933884,Counter-led,0.3855353075170842,0.9315649867374005,Counter-led,False,False,False,,0.6853766617429837,0.2873030583873957,0.22970822281167108
E02000046,Barnet,Outer,8,7,0.010183299389002,False,False,False,False,0.5045567522783762,0.7404907975460123,Lateral,0.5072024260803639,0.80920245398773,Symmetric,0.4912891986062718,0.8470241023118544,Symmetric,True,False,True,,0.13711583924349882,0.8721461187214612,0.1982292179045745,0.4887966804979253,0.8044058744993324,Symmetric,0.4926184926184926,0.8591455273698264,Symmetric,0.5439110070257611,0.8900468994267848,Cascade-led,False,True,True,,0.08288482238966631,0.8510911424903723,0.21938509640437728
E02000047,Barnet,Outer,5,3,-0.1069246435845213,False,False,False,False,0.4556179775280899,0.892678034102307,Counter-led,0.475854584915898,0.9242728184553661,Counter-led,0.4394932284840542,0.9381147540983606,Counter-led,False,False,False,,0.8429423459244533,0.17926734216679657,0.18278688524590164,0.4527363184079602,0.8481012658227848,Counter-led,0.45892169448010267,0.9391199517781796,Counter-led,0.4279559597893729,0.9538812785388128,Counter-led,False,False,False,,0.8903803131991052,0.12301255230125523,0.24246575342465754
E02000048,Barnet,Outer,9,7,-0.060081466395112,False,False,False,False,0.483265306122449,0.7923673997412678,Symmetric,0.47763457164518575,0.8531694695989651,Counter-led,0.5025582717453099,0.8856998992950654,Symmetric,True,True,False,,0.18099547511312217,0.7908571428571428,0.2215508559919436,0.503957783641161,0.8086770981507824,Symmetric,0.48790658882402,0.852773826458037,Symmetric,0.5501519756838906,0.8882289416846653,Cascade-led,False,True,True,,0.1138121546961326,0.7986486486486486,0.2408207343412527
E02000049,Barnet,Outer,2,2,-0.125254582484725,False,False,False,False,0.4045174537987679,0.9720558882235528,Counter-led,0.4019471488178025,0.9567531603459747,Counter-led,0.3966318234610917,0.9636261891438165,Counter-led,False,False,False,,0.9458272327964861,0.008662175168431183,0.15892557358701734,0.4938852304797742,0.9619909502262444,Symmetric,0.4911591355599214,0.9212669683257918,Symmetric,0.418815331010453,0.942838370565046,Counter-led,False,True,True,,0.9450915141430949,0.06594724220623502,0.2739816031537451
E02000050,Barnet,Outer,6,5,0.0050916496945009,False,False,False,False,0.5078787878787879,0.8909287257019438,Symmetric,0.5113149847094801,0.8828293736501079,Symmetric,0.4934939759036144,0.9053228621291448,Symmetric,False,False,False,,0.64453125,0.3111322549952426,0.19197207678883071,0.4703703703703704,0.9121621621621622,Counter-led,0.4748031496062992,0.8581081081081081,Counter-led,0.417551704863052,0.8949474737368684,Counter-led,False,False,False,,0.678714859437751,0.28119001919385794,0.25962981490745374
E02000051,Barnet,Outer,9,7,0.0437881873727087,False,False,False,False,0.5181818181818182,0.7947019867549668,Symmetric,0.5356612184249628,0.8103552077062011,Cascade-led,0.5372460496613995,0.8490656444657403,Cascade-led,True,False,True,,0.19642857142857142,0.8512195121951219,0.2041207474844274,0.5364188163884673,0.8341772151898734,Cascade-led,0.5328798185941043,0.8373417721518988,Cascade-led,0.5878453038674033,0.8756652152878568,Cascade-led,False,False,False,,0.14191729323308272,0.7975871313672922,0.235607160135462
E02000052,Barnet,Outer,8,6,0.080448065173116,False,False,False,False,0.4625074985002999,0.8376884422110553,Counter-led,0.458133971291866,0.8402010050251256,Counter-led,0.458133971291866,0.6307053941908713,Lateral,False,True,True,,0.27676240208877284,0.7637969094922737,0.24933987174651076,0.5373961218836565,0.8595238095238096,Cascade-led,0.5400959561343386,0.868452380952381,Cascade-led,0.5400959561343386,0.6490213523131673,Lateral,False,True,True,,0.2868020304568528,0.7406855439642325,0.2526690391459075
E02000053,Barnet,Outer,6,5,-0.0773930753564154,False,False,False,False,0.4776815456362425,0.8865918487891317,Counter-led,0.49019607843137253,0.8434731246308328,Symmetric,0.517362858580775,0.8823268206039077,Symmetric,True,False,True,,0.6099221789883269,0.48383733055265904,0.24822380106571937,0.4934127979924718,0.8611561318206374,Symmetric,0.47698334965719885,0.8273905996758509,Counter-led,0.4531031264582361,0.8702538071065989,Counter-led,True,False,True,,0.5288362512873327,0.4765358361774744,0.2483248730964467
E02000054,Barnet,Outer,8,6,-0.1089613034623218,False,False,False,False,0.4770867430441898,0.8262339418526031,Counter-led,0.47797716150081565,0.8289384719405003,Counter-led,0.4779771615008156,0.6673924877517692,Lateral,False,True,True,,0.27303754266211605,0.7171875,0.19488296135002722,0.5314155942467828,0.8544631306597671,Cascade-led,0.5210332103321034,0.8764553686934023,Cascade-led,0.5210332103321034,0.6963001027749229,Lateral,False,True,True,,0.23087818696883852,0.7072419106317411,0.20554984583761562
E02000055,Barnet,Outer,7,5,0.0193482688391037,False,False,False,False,0.4841457643161382,0.9271610355419044,Symmetric,0.48782911077993046,0.8832821412900395,Symmetric,0.4880157170923379,0.9053717538242618,Symmetric,False,False,False,,0.6835748792270532,0.2893323100537222,0.18925649235147635,0.4877014418999151,0.9100733307603242,Symmetric,0.48104693140794225,0.8552682362022385,Symmetric,0.4489724834552421,0.8844731977818854,Counter-led,False,True,True,,0.5686578743211792,0.33691529709228824,0.2017868145409735
